hotel,arrival_date_year,arrival_date_month,arrival_date_day_of_month,adults,children,babies,country,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,POL,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,2,0,GBR,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,2,0,GBR,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,15,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,DNK,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,FIN,,,,,,,,,
Resort Hotel,2015,July,16,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,2,0,USA,,,,,,,,,
Resort Hotel,2015,July,16,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,DNK,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,1,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,16,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,16,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,3,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,2,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,17,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,3,0,0,FRA,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,MOZ,,,,,,,,,
Resort Hotel,2015,July,17,2,1,0,BWA,,,,,,,,,
Resort Hotel,2015,July,17,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,DEU,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,17,2,1,0,MOZ,,,,,,,,,
Resort Hotel,2015,July,17,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,17,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,1,0,LUX,,,,,,,,,
Resort Hotel,2015,July,18,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,1,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,18,2,1,1,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,1,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,1,0,0,CN,,,,,,,,,
Resort Hotel,2015,July,18,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,18,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,NLD,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,2,0,ESP,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,RUS,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,19,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,19,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,19,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,19,2,0,1,ESP,,,,,,,,,
Resort Hotel,2015,July,20,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,1,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,POL,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,NOR,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,20,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,2,0,GBR,,,,,,,,,
Resort Hotel,2015,July,20,2,0,1,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,20,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,20,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,21,3,0,0,CHE,,,,,,,,,
Resort Hotel,2015,July,21,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,21,2,1,0,IRL,,,,,,,,,
Resort Hotel,2015,July,21,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,22,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,22,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,22,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,22,2,1,0,FRA,,,,,,,,,
Resort Hotel,2015,July,22,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,22,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,22,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,23,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,CN,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,23,3,0,0,ROU,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,BRA,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,24,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,BRA,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,3,0,0,RUS,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,SVN,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ALB,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,24,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,24,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,1,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,3,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,IRL,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,25,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,CN,,,,,,,,,
Resort Hotel,2015,July,26,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,2,0,ESP,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,RUS,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,26,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,27,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,28,2,1,0,GBR,,,,,,,,,
Resort Hotel,2015,July,28,2,1,0,USA,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,RUS,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,NOR,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,28,2,0,0,USA,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,3,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,29,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,1,0,0,ESP,,,,,,,,,
Resort Hotel,2015,July,30,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,GBR,,,,,,,,,
Resort Hotel,2015,July,30,3,1,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,2,0,ESP,,,,,,,,,
Resort Hotel,2015,July,30,2,1,0,BRA,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,CHE,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,CHE,,,,,,,,,
Resort Hotel,2015,July,30,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,1,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,2,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
Resort Hotel,2015,July,31,2,0,0,PRT,,,,,,,,,
